id,Make,Driver,Manager,Acceleration 0 - 100 km/h,Top Speed,ER,Total Power,Total Torque,Drive,BC,Length,Width,Height,Wheelbase,Gross Vehicle Weight (GVWR),Max. Payload,Cargo Volume,Seats,Charging Cost,Maintenance Cost,Date,Range,Month
331,Honda Clarity EV,Julia,Sneha,0.0,180,348.8,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-12-19,387.6,12
332,Honda Clarity EV,Diana,Sneha,1.11,180,367.0,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-12-17,407.83,12
333,Nissan ARIYA,Diana,Ramesh,2.5,160,276.3,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-08-20,307.04,8
334,Nissan ARIYA,George,Ramesh,3.12,160,277.3,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-05-01,308.15,5
335,Nissan ARIYA,Julia,Ramesh,0.62,160,294.1,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-01-04,326.82,1
336,Honda Clarity EV,Bob,Sneha,1.11,180,350.8,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-12-31,389.83,12
337,Citroen eC3,Diana,Maya,1.82,110,134.7,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-09-29,149.68,9
338,Maruti Jimny EV,Charlie,Ananya,0.71,140,188.8,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-03-24,209.8,3
339,Nissan ARIYA,Ivan,Ramesh,3.12,160,289.4,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-01-30,321.59,1
340,Citroen eC3,Ethan,Maya,4.55,110,129.0,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-09-26,143.35,9
341,Citroen eC3,Julia,Maya,0.91,110,133.2,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-02-06,148.02,2
342,Honda Clarity EV,Ethan,Sneha,2.78,180,365.5,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-04-03,406.16,4
343,Honda Clarity EV,Bob,Sneha,2.78,180,349.1,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-04-01,387.94,4
344,Hyundai Ioniq 5,Bob,Vikram,1.62,185,356.6,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-04-24,396.27,4
345,Maruti Jimny EV,Ethan,Ananya,2.86,140,183.3,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-06-22,203.69,6
346,Hyundai Ioniq 5,Julia,Vikram,1.62,185,356.6,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-10-14,396.27,10
347,Citroen eC3,Diana,Maya,0.0,110,131.2,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-05-10,145.8,5
348,Honda Clarity EV,Diana,Sneha,0.0,180,346.6,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-06-23,385.16,6
349,Nissan ARIYA,Charlie,Ramesh,1.25,160,281.9,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-12-14,313.26,12
350,Citroen eC3,Fiona,Maya,1.82,110,127.1,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-12-19,141.24,12
351,Citroen eC3,Julia,Maya,0.91,110,129.1,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-02-01,143.46,2
352,Hyundai Ioniq 5,Hannah,Vikram,0.0,185,336.5,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-12-02,373.93,12
353,Maruti Jimny EV,Ethan,Ananya,2.86,140,171.1,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-02-23,190.13,2
354,Maruti Jimny EV,Fiona,Ananya,1.43,140,185.7,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-01-10,206.36,1
355,Hyundai Ioniq 5,Ivan,Vikram,1.08,185,362.5,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-12-12,402.83,12
356,Hyundai Ioniq 5,Charlie,Vikram,1.08,185,336.3,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-03-29,373.71,3
357,Honda Clarity EV,Fiona,Sneha,2.22,180,366.5,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-08-05,407.27,8
358,Citroen eC3,Fiona,Maya,2.73,110,131.9,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-02-22,146.57,2
359,Citroen eC3,George,Maya,3.64,110,137.5,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-05-29,152.8,5
360,Citroen eC3,Julia,Maya,3.64,110,134.2,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-09-08,149.13,9
361,Citroen eC3,Ethan,Maya,1.82,110,125.8,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-09-04,139.79,9
362,Hyundai Ioniq 5,Ivan,Vikram,0.0,185,358.5,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-06-02,398.38,6
363,Maruti Jimny EV,Hannah,Ananya,1.43,140,177.3,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-02-02,197.02,2
364,Hyundai Ioniq 5,George,Vikram,0.54,185,332.9,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-03-23,369.93,3
365,Citroen eC3,Ethan,Maya,0.0,110,134.9,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-09-25,149.91,9
366,Nissan ARIYA,Hannah,Ramesh,2.5,160,270.0,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-07-24,300.04,7
367,Hyundai Ioniq 5,Hannah,Vikram,1.62,185,343.5,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-03-20,381.71,3
368,Maruti Jimny EV,Hannah,Ananya,1.43,140,178.5,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-10-17,198.36,10
369,Maruti Jimny EV,Charlie,Ananya,2.86,140,189.1,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-08-25,210.14,8
370,Hyundai Ioniq 5,Alice,Vikram,2.16,185,334.9,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-10-04,372.16,10
371,Nissan ARIYA,Hannah,Ramesh,1.88,160,281.1,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-08-29,312.37,8
372,Maruti Jimny EV,Alice,Ananya,2.14,140,186.5,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-07-25,207.25,7
373,Honda Clarity EV,Ivan,Sneha,1.67,180,357.2,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-09-08,396.94,9
374,Honda Clarity EV,Bob,Sneha,2.78,180,377.9,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-04-08,419.94,4
375,Maruti Jimny EV,George,Ananya,0.0,140,181.4,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-03-14,201.58,3
376,Nissan ARIYA,Julia,Ramesh,3.12,160,283.3,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-03-10,314.82,3
377,Citroen eC3,Bob,Maya,0.0,110,131.8,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-09-21,146.46,9
378,Nissan ARIYA,Julia,Ramesh,1.25,160,280.6,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-08-13,311.82,8
379,Hyundai Ioniq 5,Diana,Vikram,0.0,185,338.5,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-12-27,376.16,12
380,Honda Clarity EV,Charlie,Sneha,1.11,180,347.5,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-05-26,386.16,5
381,Maruti Jimny EV,Bob,Ananya,0.0,140,188.1,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-04-10,209.03,4
382,Honda Clarity EV,Bob,Sneha,0.56,180,376.4,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-05-30,418.27,5
383,Citroen eC3,Diana,Maya,3.64,110,132.6,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-09-12,147.35,9
384,Hyundai Ioniq 5,Charlie,Vikram,2.16,185,341.1,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-01-27,379.05,1
385,Nissan ARIYA,George,Ramesh,0.62,160,273.7,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-03-30,304.15,3
386,Hyundai Ioniq 5,Ethan,Vikram,0.54,185,334.9,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-10-29,372.16,10
387,Citroen eC3,Ivan,Maya,2.73,110,131.5,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-03-02,146.13,3
388,Hyundai Ioniq 5,Fiona,Vikram,0.54,185,330.0,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-04-14,366.71,4
389,Citroen eC3,Bob,Maya,0.0,110,136.9,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-09-20,152.13,9
390,Citroen eC3,Hannah,Maya,3.64,110,127.3,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-11-09,141.46,11
391,Honda Clarity EV,Alice,Sneha,1.67,180,342.6,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-08-16,380.71,8
392,Hyundai Ioniq 5,Charlie,Vikram,1.62,185,361.7,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-02-05,401.94,2
393,Nissan ARIYA,Julia,Ramesh,2.5,160,276.4,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-08-04,307.15,8
394,Honda Clarity EV,Charlie,Sneha,2.78,180,343.1,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-12-18,381.27,12
395,Hyundai Ioniq 5,George,Vikram,1.08,185,336.5,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-04-10,373.93,4
396,Honda Clarity EV,Diana,Sneha,0.56,180,378.9,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-01-21,421.05,1
397,Hyundai Ioniq 5,Ivan,Vikram,2.7,185,331.2,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-01-17,368.05,1
398,Maruti Jimny EV,George,Ananya,1.43,140,175.1,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-05-07,194.58,5
399,Citroen eC3,George,Maya,4.55,110,133.9,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-05-04,148.8,5
400,Nissan ARIYA,Hannah,Ramesh,1.25,160,279.9,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-07-23,311.04,7
401,Hyundai Ioniq 5,Hannah,Vikram,0.0,185,357.1,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-07-21,396.83,7
402,Citroen eC3,Julia,Maya,4.55,110,129.1,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-07-23,143.46,7
403,Maruti Jimny EV,Ivan,Ananya,0.71,140,182.9,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-02-08,203.25,2
404,Honda Clarity EV,Bob,Sneha,1.67,180,368.8,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-10-27,409.83,10
405,Honda Clarity EV,Bob,Sneha,2.78,180,370.8,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-09-04,412.05,9
406,Nissan ARIYA,Bob,Ramesh,0.62,160,275.9,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-09-03,306.59,9
407,Honda Clarity EV,Julia,Sneha,1.11,180,376.4,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-09-26,418.27,9
408,Hyundai Ioniq 5,Diana,Vikram,1.62,185,362.5,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-04-20,402.83,4
409,Maruti Jimny EV,Alice,Ananya,0.71,140,176.8,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-03-08,196.47,3
410,Maruti Jimny EV,Fiona,Ananya,0.0,140,189.2,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-08-02,210.25,8
411,Maruti Jimny EV,Fiona,Ananya,0.0,140,173.2,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-11-17,192.47,11
412,Maruti Jimny EV,Bob,Ananya,1.43,140,179.4,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-07-26,199.36,7
413,Maruti Jimny EV,Fiona,Ananya,0.71,140,177.0,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-06-13,196.69,6
414,Honda Clarity EV,Hannah,Sneha,1.11,180,366.9,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-11-19,407.72,11
415,Honda Clarity EV,Hannah,Sneha,0.56,180,373.1,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-01-27,414.61,1
416,Maruti Jimny EV,Julia,Ananya,2.14,140,175.6,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-08-22,195.13,8
417,Hyundai Ioniq 5,Fiona,Vikram,1.62,185,357.9,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-11-10,397.72,11
418,Nissan ARIYA,Fiona,Ramesh,0.0,160,287.3,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-02-26,319.26,2
419,Hyundai Ioniq 5,Alice,Vikram,2.7,185,351.2,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-02-03,390.27,2
420,Citroen eC3,Ethan,Maya,4.55,110,134.6,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-09-28,149.57,9
421,Honda Clarity EV,Hannah,Sneha,0.56,180,353.2,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-03-09,392.49,3
422,Hyundai Ioniq 5,Ivan,Vikram,2.16,185,356.4,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-01-04,396.05,1
423,Nissan ARIYA,Ivan,Ramesh,0.62,160,268.2,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-12-13,298.04,12
424,Citroen eC3,Fiona,Maya,4.55,110,137.4,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-03-11,152.69,3
425,Maruti Jimny EV,Ethan,Ananya,2.14,140,172.7,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-03-09,191.91,3
426,Maruti Jimny EV,Fiona,Ananya,3.57,140,183.0,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-07-21,203.36,7
427,Hyundai Ioniq 5,Hannah,Vikram,1.62,185,354.0,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-07-16,393.38,7
428,Maruti Jimny EV,Fiona,Ananya,2.86,140,183.7,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-12-01,204.14,12
429,Honda Clarity EV,Ethan,Sneha,1.11,180,373.5,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-05-18,415.05,5
430,Nissan ARIYA,Julia,Ramesh,0.0,160,284.0,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-04-14,315.59,4
431,Nissan ARIYA,Diana,Ramesh,2.5,160,284.1,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-05-06,315.71,5
432,Nissan ARIYA,George,Ramesh,0.62,160,296.2,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-04-24,329.15,4
433,Maruti Jimny EV,Ivan,Ananya,1.43,140,180.2,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-09-23,200.25,9
434,Citroen eC3,Diana,Maya,2.73,110,125.7,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-11-04,139.68,11
435,Citroen eC3,Fiona,Maya,1.82,110,131.5,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-11-25,146.13,11
436,Nissan ARIYA,Bob,Ramesh,3.12,160,282.3,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-10-20,313.71,10
437,Honda Clarity EV,Ivan,Sneha,0.56,180,358.9,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-05-05,398.83,5
438,Honda Clarity EV,Charlie,Sneha,0.0,180,354.2,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-10-15,393.6,10
439,Hyundai Ioniq 5,Fiona,Vikram,1.62,185,353.4,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-03-22,392.71,3
440,Hyundai Ioniq 5,George,Vikram,1.08,185,361.8,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-01-30,402.05,1
441,Citroen eC3,George,Maya,0.91,110,132.9,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-02-02,147.68,2
442,Citroen eC3,Ethan,Maya,3.64,110,124.8,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-05-16,138.68,5
443,Maruti Jimny EV,Bob,Ananya,2.14,140,172.1,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-10-03,191.25,10
444,Citroen eC3,Diana,Maya,2.73,110,131.3,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-04-26,145.91,4
445,Nissan ARIYA,Hannah,Ramesh,3.12,160,277.3,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-07-06,308.15,7
446,Hyundai Ioniq 5,Bob,Vikram,0.54,185,330.7,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-10-07,367.49,10
447,Citroen eC3,Hannah,Maya,2.73,110,130.9,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-05-13,145.46,5
448,Hyundai Ioniq 5,Julia,Vikram,0.54,185,355.3,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-12-07,394.83,12
449,Hyundai Ioniq 5,George,Vikram,0.0,185,341.7,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-04-30,379.71,4
450,Hyundai Ioniq 5,George,Vikram,2.16,185,362.8,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-01-13,403.16,1
451,Honda Clarity EV,Ivan,Sneha,1.11,180,356.7,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-01-07,396.38,1
452,Hyundai Ioniq 5,Fiona,Vikram,2.16,185,357.1,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-07-13,396.83,7
453,Honda Clarity EV,Bob,Sneha,1.67,180,341.0,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-11-30,378.94,11
454,Nissan ARIYA,Charlie,Ramesh,3.12,160,297.0,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-01-27,330.04,1
455,Nissan ARIYA,Hannah,Ramesh,1.25,160,289.4,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-09-14,321.59,9
456,Maruti Jimny EV,Bob,Ananya,2.86,140,174.3,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-07-17,193.69,7
457,Citroen eC3,Ethan,Maya,3.64,110,130.8,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-05-02,145.35,5
458,Nissan ARIYA,George,Ramesh,2.5,160,278.4,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-12-04,309.37,12
459,Honda Clarity EV,Ivan,Sneha,2.78,180,350.7,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-01-26,389.71,1
460,Hyundai Ioniq 5,Fiona,Vikram,2.16,185,341.4,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-11-06,379.38,11
461,Maruti Jimny EV,Bob,Ananya,2.14,140,175.7,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-09-29,195.25,9
462,Honda Clarity EV,Julia,Sneha,2.22,180,343.0,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-12-29,381.16,12
463,Citroen eC3,Alice,Maya,0.0,110,133.4,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-03-23,148.24,3
464,Nissan ARIYA,Ethan,Ramesh,1.25,160,280.0,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-06-29,311.15,6
465,Hyundai Ioniq 5,Ethan,Vikram,1.62,185,351.6,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-06-10,390.71,6
466,Maruti Jimny EV,Hannah,Ananya,0.71,140,189.6,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-12-21,210.69,12
467,Hyundai Ioniq 5,Alice,Vikram,0.0,185,330.8,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-01-18,367.6,1
468,Nissan ARIYA,Bob,Ramesh,3.12,160,283.7,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-08-23,315.26,8
469,Maruti Jimny EV,Alice,Ananya,2.14,140,184.8,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-07-08,205.36,7
470,Hyundai Ioniq 5,Fiona,Vikram,2.7,185,347.1,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-07-30,385.71,7
471,Honda Clarity EV,Alice,Sneha,2.78,180,346.7,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-10-03,385.27,10
472,Nissan ARIYA,Charlie,Ramesh,2.5,160,286.1,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-03-20,317.93,3
473,Honda Clarity EV,Hannah,Sneha,0.56,180,349.7,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-04-02,388.6,4
474,Nissan ARIYA,Julia,Ramesh,0.0,160,278.1,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-02-23,309.04,2
475,Nissan ARIYA,Ivan,Ramesh,2.5,160,272.9,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-03-23,303.26,3
476,Citroen eC3,Charlie,Maya,0.91,110,133.0,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-01-30,147.8,1
477,Nissan ARIYA,Ethan,Ramesh,1.88,160,295.9,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-01-24,328.82,1
478,Maruti Jimny EV,Julia,Ananya,1.43,140,186.0,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-11-10,206.69,11
479,Citroen eC3,Julia,Maya,3.64,110,133.7,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-01-09,148.57,1
480,Nissan ARIYA,Fiona,Ramesh,0.62,160,281.0,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-08-31,312.26,8
481,Citroen eC3,Diana,Maya,3.64,110,134.4,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-08-04,149.35,8
482,Hyundai Ioniq 5,Bob,Vikram,1.62,185,350.6,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-03-24,389.6,3
483,Nissan ARIYA,Julia,Ramesh,2.5,160,298.9,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-04-05,332.15,4
484,Maruti Jimny EV,Bob,Ananya,2.14,140,181.9,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-05-04,202.14,5
485,Honda Clarity EV,Hannah,Sneha,1.67,180,345.6,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-05-01,384.05,5
486,Maruti Jimny EV,Hannah,Ananya,3.57,140,189.0,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-10-03,210.03,10
487,Maruti Jimny EV,Hannah,Ananya,2.86,140,181.4,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-09-25,201.58,9
488,Nissan ARIYA,Hannah,Ramesh,3.12,160,273.4,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-09-29,303.81,9
489,Honda Clarity EV,Diana,Sneha,0.0,180,341.1,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-07-09,379.05,7
490,Nissan ARIYA,Julia,Ramesh,0.0,160,279.2,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-08-22,310.26,8
491,Citroen eC3,George,Maya,2.73,110,126.4,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-11-17,140.46,11
492,Maruti Jimny EV,Diana,Ananya,1.43,140,183.8,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-10-27,204.25,10
493,Hyundai Ioniq 5,Julia,Vikram,0.0,185,346.0,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-02-13,384.49,2
494,Maruti Jimny EV,George,Ananya,2.86,140,184.0,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-03-13,204.47,3
495,Maruti Jimny EV,Ethan,Ananya,2.14,140,171.5,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-02-23,190.58,2
